drug_id,smiles,hsa_id
D00231,Nc1cc(-c2ccncc2)c[nH]c1=O,hsa5150
D00231,Nc1cc(-c2ccncc2)c[nH]c1=O,hsa5151
D00231,Nc1cc(-c2ccncc2)c[nH]c1=O,hsa5152
D00231,Nc1cc(-c2ccncc2)c[nH]c1=O,hsa8622
D00231,Nc1cc(-c2ccncc2)c[nH]c1=O,hsa8654
D00012,CC(N)C(=O)O,hsa64902
D00012,CC(N)C(=O)O,hsa8942
D00012,CC(N)C(=O)O,hsa9054
D00012,CC(N)C(=O)O,hsa18
D00012,CC(N)C(=O)O,hsa2875
D00012,CC(N)C(=O)O,hsa189
D00012,CC(N)C(=O)O,hsa85007
D00012,CC(N)C(=O)O,hsa84706
D00012,CC(N)C(=O)O,hsa16
D00012,CC(N)C(=O)O,hsa57505
D03784,Cl.Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,hsa1588
D03784,Cl.Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,hsa1543
D03784,Cl.Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,hsa1544
D03784,Cl.Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,hsa1545
D03784,Cl.Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,hsa1548
D03784,Cl.Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,hsa1549
D03784,Cl.Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,hsa1551
D03784,Cl.Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,hsa1553
D03784,Cl.Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,hsa1555
D03784,Cl.Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,hsa1557
D03784,Cl.Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,hsa1558
D03784,Cl.Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,hsa1559
D03784,Cl.Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,hsa1562
D03784,Cl.Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,hsa1565
D03784,Cl.Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,hsa1571
D03784,Cl.Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,hsa1572
D03784,Cl.Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,hsa1573
D03784,Cl.Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,hsa1576
D03784,Cl.Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,hsa1577
D03784,Cl.Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,hsa1580
D03784,Cl.Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,hsa1586
D03784,Cl.Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,hsa199974
D03784,Cl.Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,hsa260293
D03784,Cl.Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,hsa29785
D03784,Cl.Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,hsa64816
D03077,O=C(O)CN1C(=O)C(NC(CCc2ccccc2)C(=O)O)CCc2ccccc21,hsa1636
D08086,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,hsa116447
D08086,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,hsa7150
D01765,CCCN(CCC)C(=O)C(CCC(=O)OCCCN1CCN(CCOC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)CC1)NC(=O)c1ccccc1.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O,hsa5742
D01765,CCCN(CCC)C(=O)C(CCC(=O)OCCCN1CCN(CCOC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)CC1)NC(=O)c1ccccc1.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O,hsa5743
D00292,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,hsa4843
D05268,Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)cc1.O=[N+]([O-])O,hsa1595
D05029,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,hsa5578
D05029,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,hsa3791
D05029,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,hsa2322
D05029,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,hsa5159
D05029,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,hsa3815
D05029,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,hsa5156
D05029,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,hsa5579
D05029,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,hsa5582
D11478,CC#CC(=O)NC1CCCN(c2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)C1,hsa695
D07453,COc1ccccc1OC(=O)CNC(=O)Cc1ccc(C(=O)c2ccc(C)cc2)n1C,hsa5742
D07453,COc1ccccc1OC(=O)CNC(=O)Cc1ccc(C(=O)c2ccc(C)cc2)n1C,hsa5743
DB00337,CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(Cl)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,hsa5532
DB00337,CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(Cl)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,hsa2475
DB00337,CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(Cl)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,hsa2280
DB00337,CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(Cl)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,hsa5533
DB00337,CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(Cl)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,hsa5530
D08978,CCOC1OC(=O)CC1NC(=O)C1CCCN2C(=O)CCC(NC(=O)c3nccc4ccccc34)C(=O)N12,hsa834
D01823,CCCCOC(=O)c1ccccc1Nc1cccc(C(F)(F)F)c1,hsa5742
D01823,CCCCOC(=O)c1ccccc1Nc1cccc(C(F)(F)F)c1,hsa5743
D11182,Cn1c(CCCCCCC(=O)NO)nc2cc(N(CCCl)CCCl)ccc21,hsa3065
D11182,Cn1c(CCCCCCC(=O)NO)nc2cc(N(CCCl)CCCl)ccc21,hsa3066
D11182,Cn1c(CCCCCCC(=O)NO)nc2cc(N(CCCl)CCCl)ccc21,hsa8841
D11182,Cn1c(CCCCCCC(=O)NO)nc2cc(N(CCCl)CCCl)ccc21,hsa10013
D00054,O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O,hsa4860
D00323,Nc1nc(=O)[nH]cc1F,hsa1786
D00323,Nc1nc(=O)[nH]cc1F,hsa7298
DB11201,CC1CCC(C(C)C)C(OC(=O)c2ccccc2O)C1,hsa5743
DB11201,CC1CCC(C(C)C)C(OC(=O)c2ccccc2O)C1,hsa5742
D00005,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)c2cc1C,hsa2936
D00005,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)c2cc1C,hsa4842
D00005,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)c2cc1C,hsa1727
D00005,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)c2cc1C,hsa4835
D00005,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)c2cc1C,hsa1738
D00005,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)c2cc1C,hsa35
D00005,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)c2cc1C,hsa1728
D00005,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)c2cc1C,hsa4129
D00005,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)c2cc1C,hsa4128
D00005,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)c2cc1C,hsa7498
D00005,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)c2cc1C,hsa7296
D00005,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)c2cc1C,hsa3712
D00005,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)c2cc1C,hsa27034
D00005,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)c2cc1C,hsa1806
D00005,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)c2cc1C,hsa9131
D00005,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)c2cc1C,hsa34
D00005,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)c2cc1C,hsa2639
D00005,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)c2cc1C,hsa5447
D00005,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)c2cc1C,hsa51
D00005,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)c2cc1C,hsa1610
D00005,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)c2cc1C,hsa2232
D00005,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)c2cc1C,hsa51706
D00005,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)c2cc1C,hsa259307
D00005,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)c2cc1C,hsa56605
D00005,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)c2cc1C,hsa2671
D00005,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)c2cc1C,hsa2326
D00097,O=C(O)c1ccccc1O,hsa1645
D00097,O=C(O)c1ccccc1O,hsa5743
D00097,O=C(O)c1ccccc1O,hsa5742
D00097,O=C(O)c1ccccc1O,hsa239
D00097,O=C(O)c1ccccc1O,hsa240
D00097,O=C(O)c1ccccc1O,hsa242
D00097,O=C(O)c1ccccc1O,hsa246
D00097,O=C(O)c1ccccc1O,hsa247
D00097,O=C(O)c1ccccc1O,hsa3551
D00097,O=C(O)c1ccccc1O,hsa4025
D00097,O=C(O)c1ccccc1O,hsa4048
D00097,O=C(O)c1ccccc1O,hsa4353
D00097,O=C(O)c1ccccc1O,hsa8288
D11536,CC1CN(c2nc(-n3ccc(OCCC4(C(F)(F)F)CC4)n3)ccc2C(=O)[N-]S(=O)(=O)c2ccccc2)C(C)(C)C1.[K+],hsa1080
D11400,CCCS(=O)(=O)NC1CC(N(C)c2ncnc3[nH]ccc23)C1,hsa3716
D08068,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(=O)N(C)CC1C(=O)O,hsa1636
D03220,CCN(CC)CCN1C(=O)c2c(c3c4cccc(Cl)c4n(C4OC(CO)C(OC)C(O)C4O)c3c3[nH]c4c(Cl)cccc4c23)C1=O,hsa7155
D03220,CCN(CC)CCN1C(=O)c2c(c3c4cccc(Cl)c4n(C4OC(CO)C(OC)C(O)C4O)c3c3[nH]c4c(Cl)cccc4c23)C1=O,hsa7153
D01202,CCCCCC=CCC=CCCCCCCCC(=O)NC(C)c1ccccc1,hsa8435
D01202,CCCCCC=CCC=CCCCCCCCC(=O)NC(C)c1ccccc1,hsa6646
D03225,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2CCNC(C)C.Cl,hsa7150
D00703,C#CC1(OC(N)=O)CCCCC1,hsa759
D00703,C#CC1(OC(N)=O)CCCCC1,hsa760
D00222,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,hsa28
D00222,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,hsa30
DB11967,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21,hsa5604
DB11967,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21,hsa5605
DB11967,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21,hsa4214
D05261,COc1ccc2[n-]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1.O.[Na+],hsa495
D05261,COc1ccc2[n-]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1.O.[Na+],hsa496
D06883,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,hsa1595
D04334,NC1C(O)OC(CO)C(O)C1O,hsa4318
DB14518,CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[Al+3],hsa476
DB14518,CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[Al+3],hsa3816
D10060,CN(C)Cc1c(C(=O)NCCOc2ccc(C(=O)NO)cc2)oc2ccccc12,hsa3065
D10060,CN(C)Cc1c(C(=O)NCCOc2ccc(C(=O)NO)cc2)oc2ccccc12,hsa3066
D10060,CN(C)Cc1c(C(=O)NCCOc2ccc(C(=O)NO)cc2)oc2ccccc12,hsa8841
D10060,CN(C)Cc1c(C(=O)NCCOc2ccc(C(=O)NO)cc2)oc2ccccc12,hsa55869
D10060,CN(C)Cc1c(C(=O)NCCOc2ccc(C(=O)NO)cc2)oc2ccccc12,hsa9759
D10060,CN(C)Cc1c(C(=O)NCCOc2ccc(C(=O)NO)cc2)oc2ccccc12,hsa10014
D10060,CN(C)Cc1c(C(=O)NCCOc2ccc(C(=O)NO)cc2)oc2ccccc12,hsa10013
D10060,CN(C)Cc1c(C(=O)NCCOc2ccc(C(=O)NO)cc2)oc2ccccc12,hsa51564
D10060,CN(C)Cc1c(C(=O)NCCOc2ccc(C(=O)NO)cc2)oc2ccccc12,hsa9734
D10060,CN(C)Cc1c(C(=O)NCCOc2ccc(C(=O)NO)cc2)oc2ccccc12,hsa79885
D10060,CN(C)Cc1c(C(=O)NCCOc2ccc(C(=O)NO)cc2)oc2ccccc12,hsa83933
D08170,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,hsa4835
D08170,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,hsa4353
D08170,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,hsa8288
D08170,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,hsa438
D05500,COc1ccc(OC)c(Cc2cnc3nc(N)nc(N)c3c2C)c1.O=S(=O)(O)CCO,hsa1719
D05500,COc1ccc(OC)c(Cc2cnc3nc(N)nc(N)c3c2C)c1.O=S(=O)(O)CCO,hsa200895
D11353,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,hsa5156
D11353,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,hsa3815
D10918,O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2Cl)nc1)NO,hsa10013
D03998,C#Cc1c[nH]c(=O)[nH]c1=O,hsa1806
D03998,C#Cc1c[nH]c(=O)[nH]c1=O,hsa316
D03998,C#Cc1c[nH]c(=O)[nH]c1=O,hsa7498
D00396,NC(CO)(CO)CO,hsa262
D00396,NC(CO)(CO)CO,hsa79661
D00396,NC(CO)(CO)CO,hsa124583
D00119,CCCCCCCCCCCCCCCCCC(=O)O,hsa26279
D08261,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,hsa43
D10584,Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,hsa5290
D10584,Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,hsa5293
D10584,Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,hsa5291
D04766,Nc1nc(=O)c2c([nH]1)NCC(CCc1ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc1)C2.[Na+].[Na+],hsa2618
D04486,CCCCCN(C)CCC(O)(P(=O)([O-])O)P(=O)(O)O.O.[Na+],hsa2224
D01344,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,hsa5742
D01344,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,hsa5743
D11673,N#Cc1cccc(C(NCC2CC2)c2ccc(F)c(NC(=O)c3cc(C(F)(F)F)nn3-c3cccc(CN)c3)c2)c1,hsa3818
D00219,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,hsa51181
D03807,O=C(O)Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(Cl)cc21,hsa231
D11305,CNc1nc(-c2cccc(NC(=O)c3ccc(C(=O)OC)cc3)c2)c2cc(OC)c(OC)cc2n1,hsa5141
D11305,CNc1nc(-c2cccc(NC(=O)c3ccc(C(=O)OC)cc3)c2)c2cc(OC)c(OC)cc2n1,hsa5142
D11305,CNc1nc(-c2cccc(NC(=O)c3ccc(C(=O)OC)cc3)c2)c2cc(OC)c(OC)cc2n1,hsa5143
D11305,CNc1nc(-c2cccc(NC(=O)c3ccc(C(=O)OC)cc3)c2)c2cc(OC)c(OC)cc2n1,hsa5144
D11599,CN1CC=CCCOc2cccc(c2)C2=CC=NC(=Nc3cccc(c3)C1)N2,hsa2322
D11599,CN1CC=CCCOc2cccc(c2)C2=CC=NC(=Nc3cccc(c3)C1)N2,hsa3717
D11599,CN1CC=CCCOc2cccc(c2)C2=CC=NC(=Nc3cccc(c3)C1)N2,hsa983
D11599,CN1CC=CCCOc2cccc(c2)C2=CC=NC(=Nc3cccc(c3)C1)N2,hsa1022
D11599,CN1CC=CCCOc2cccc(c2)C2=CC=NC(=Nc3cccc(c3)C1)N2,hsa1017
D11599,CN1CC=CCCOc2cccc(c2)C2=CC=NC(=Nc3cccc(c3)C1)N2,hsa1025
D04793,COCCNC(=O)c1ccnc(C(=O)NCCOC)c1,hsa8974
D04793,COCCNC(=O)c1ccnc(C(=O)NCCOC)c1,hsa283208
D04793,COCCNC(=O)c1ccnc(C(=O)NCCOC)c1,hsa5033
D00593,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)C1=O,hsa1559
D09894,CCCCCCCC(=O)NC(CN1CCCC1)C(O)c1ccc2c(c1)OCCO2.CCCCCCCC(=O)NC(CN1CCCC1)C(O)c1ccc2c(c1)OCCO2.O=C(O)C(O)C(O)C(=O)O,hsa7357
D00414,CC(c1cc2ccccc2s1)N(O)C(N)=O,hsa240
D09959,N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,hsa3716
D09959,N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,hsa3717
D09692,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,hsa10038
D09692,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,hsa142
D09692,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,hsa10039
D09692,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,hsa143
D11541,COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)cc4F)c3s2)nc1.O=C(O)CC(O)C(=O)O,hsa5156
D11541,COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)cc4F)c3s2)nc1.O=C(O)CC(O)C(=O)O,hsa5159
D11541,COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)cc4F)c3s2)nc1.O=C(O)CC(O)C(=O)O,hsa2321
D11541,COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)cc4F)c3s2)nc1.O=C(O)CC(O)C(=O)O,hsa2324
D11541,COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)cc4F)c3s2)nc1.O=C(O)CC(O)C(=O)O,hsa3791
D11541,COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)cc4F)c3s2)nc1.O=C(O)CC(O)C(=O)O,hsa4233
D11541,COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)cc4F)c3s2)nc1.O=C(O)CC(O)C(=O)O,hsa2041
D11541,COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)cc4F)c3s2)nc1.O=C(O)CC(O)C(=O)O,hsa1969
D11541,COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)cc4F)c3s2)nc1.O=C(O)CC(O)C(=O)O,hsa2047
D11541,COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)cc4F)c3s2)nc1.O=C(O)CC(O)C(=O)O,hsa2048
D11541,COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)cc4F)c3s2)nc1.O=C(O)CC(O)C(=O)O,hsa2050
D11541,COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)cc4F)c3s2)nc1.O=C(O)CC(O)C(=O)O,hsa558
D04854,O.O=S(=O)([O-])[O-].[Mn+2],hsa383
D04854,O.O=S(=O)([O-])[O-].[Mn+2],hsa3419
D04854,O.O=S(=O)([O-])[O-].[Mn+2],hsa3421
D02290,CC(C(=O)[O-])c1ccc(-c2ccccc2)c(F)c1.O.O.[Na+],hsa5742
D02290,CC(C(=O)[O-])c1ccc(-c2ccccc2)c(F)c1.O.O.[Na+],hsa5743
D01122,CC(C)Cc1ccc(C(C)C(=O)OCc2ccccn2)cc1,hsa5742
D01122,CC(C)Cc1ccc(C(C)C(=O)OCc2ccccn2)cc1,hsa5743
D01122,CC(C)Cc1ccc(C(C)C(=O)OCc2ccccn2)cc1,hsa1080
D00166,CC1=C2N=C(C=C3N=C(C(C)=C4N([Co+]C#N)C(C(CC(N)=O)C4(C)CCC(=O)NCC(C)OP(=O)([O-])OC4C(CO)OC(n5cnc6cc(C)c(C)cc65)C4O)C4(C)N=C1C(CCC(N)=O)C4(C)CC(N)=O)C(CCC(N)=O)C3(C)C)C(CCC(N)=O)C2(C)CC(N)=O,hsa4548
D00166,CC1=C2N=C(C=C3N=C(C(C)=C4N([Co+]C#N)C(C(CC(N)=O)C4(C)CCC(=O)NCC(C)OP(=O)([O-])OC4C(CO)OC(n5cnc6cc(C)c(C)cc65)C4O)C4(C)N=C1C(CCC(N)=O)C4(C)CC(N)=O)C(CCC(N)=O)C3(C)C)C(CCC(N)=O)C2(C)CC(N)=O,hsa4594
D00166,CC1=C2N=C(C=C3N=C(C(C)=C4N([Co+]C#N)C(C(CC(N)=O)C4(C)CCC(=O)NCC(C)OP(=O)([O-])OC4C(CO)OC(n5cnc6cc(C)c(C)cc65)C4O)C4(C)N=C1C(CCC(N)=O)C4(C)CC(N)=O)C(CCC(N)=O)C3(C)C)C(CCC(N)=O)C2(C)CC(N)=O,hsa4552
