drug_id,hsa_id
D02780,hsa2557
D02780,hsa2562
D10613,hsa1139
D00294,hsa3767
D00294,hsa3778
D00294,hsa10008
D00294,hsa169522
D00294,hsa23630
D00294,hsa23704
D00294,hsa26251
D00294,hsa27012
D00294,hsa27094
D00294,hsa27133
D00294,hsa27345
D00294,hsa2890
D00294,hsa2891
D00294,hsa2892
D00294,hsa2893
D00294,hsa3736
D00294,hsa3737
D00294,hsa3738
D00294,hsa3739
D00294,hsa3741
D00294,hsa3742
D00294,hsa3743
D00294,hsa3744
D00294,hsa3745
D00294,hsa3746
D00294,hsa3747
D00294,hsa3748
D00294,hsa3749
D00294,hsa3750
D00294,hsa3751
D00294,hsa3752
D00294,hsa3753
D00294,hsa3754
D00294,hsa3755
D00294,hsa3756
D00294,hsa3757
D00294,hsa3758
D00294,hsa3759
D00294,hsa3760
D00294,hsa3761
D00294,hsa3762
D00294,hsa3763
D00294,hsa3764
D00294,hsa3765
D00294,hsa3766
D00294,hsa3768
D00294,hsa3769
D00294,hsa3772
D00294,hsa3773
D00294,hsa3775
D00294,hsa3779
D00294,hsa3780
D00294,hsa3781
D00294,hsa3782
D00294,hsa3783
D00294,hsa3784
D00294,hsa3785
D00294,hsa3786
D00294,hsa3787
D00294,hsa3788
D00294,hsa3790
D00294,hsa50801
D00294,hsa51305
D00294,hsa54207
D00294,hsa56479
D00294,hsa56659
D00294,hsa57657
D00294,hsa60598
D00294,hsa6833
D00294,hsa7881
D00294,hsa81033
D00294,hsa83795
D00294,hsa8514
D00294,hsa8645
D00294,hsa89822
D00294,hsa90134
D00294,hsa9132
D00294,hsa93107
D00294,hsa9312
D00294,hsa9424
D00294,hsa9992
D00693,hsa2554
D00693,hsa2555
D00693,hsa2556
D00693,hsa2557
D00693,hsa2558
D00693,hsa2559
D00693,hsa2560
D00693,hsa2562
D00693,hsa2561
D00693,hsa2563
D00693,hsa2564
D00693,hsa2565
D00693,hsa2566
D00693,hsa2567
D00693,hsa2568
D00693,hsa55879
D05461,hsa2554
D05461,hsa2555
D05461,hsa2556
D05461,hsa2557
D05461,hsa2558
D05461,hsa2559
D01740,hsa2554
D01740,hsa2555
D01740,hsa2556
D01740,hsa2557
D01740,hsa2558
D01740,hsa2559
D01740,hsa2560
D01740,hsa2562
D01740,hsa2561
D01740,hsa2563
D01740,hsa2564
D01740,hsa2565
D01740,hsa2566
D01740,hsa2567
D01740,hsa2568
D01740,hsa55879
D01326,hsa6323
D01326,hsa6326
D01326,hsa6328
D01326,hsa6329
D01326,hsa6331
D01326,hsa6334
D01326,hsa6335
D01326,hsa6336
D01326,hsa11280
D00642,hsa6323
D00642,hsa6326
D00642,hsa6328
D00642,hsa6329
D00642,hsa6331
D00642,hsa6334
D00642,hsa6335
D00642,hsa6336
D00642,hsa11280
D00642,hsa27133
D00642,hsa3739
D00642,hsa3741
D00642,hsa3743
D00642,hsa3756
D00642,hsa3776
D00642,hsa54207
D00642,hsa83795
D00642,hsa8645
D00642,hsa9424
D00642,hsa3775
D00642,hsa3757
D00611,hsa1134
D00611,hsa1141
D00611,hsa55584
D00611,hsa1143
D00611,hsa1136
D00611,hsa1145
D00611,hsa1140
D00611,hsa1138
D00611,hsa1146
D00611,hsa1139
D00611,hsa1135
D00611,hsa1144
D00611,hsa1137
D00611,hsa57053
D00611,hsa1142
D00611,hsa8973
DB01074,hsa3757
DB01074,hsa775
DB01074,hsa776
DB01074,hsa779
DB01074,hsa778
D10702,hsa1139
D02086,hsa6323
D02086,hsa6326
D02086,hsa6328
D02086,hsa6329
D02086,hsa6331
D02086,hsa6334
D02086,hsa6335
D02086,hsa6336
D02086,hsa11280
D02086,hsa8645
D10194,hsa2554
D10194,hsa2555
D10194,hsa2556
D10194,hsa2557
D10194,hsa2558
D10194,hsa2559
D10194,hsa2560
D10194,hsa2562
D10194,hsa2561
D10194,hsa2563
D10194,hsa2564
D10194,hsa2565
D10194,hsa2566
D10194,hsa2567
D10194,hsa2568
D10194,hsa55879
DB00297,hsa6331
DB00297,hsa6323
DB00297,hsa6335
DB00297,hsa6326
DB00297,hsa6329
DB00297,hsa6336
DB00297,hsa11280
DB00297,hsa6334
DB00297,hsa6328
D07447,hsa6338
D07447,hsa6337
D07447,hsa6339
D07447,hsa6340
D07447,hsa41
D07447,hsa40
D10627,hsa2905
D10627,hsa6530
D10627,hsa3359
D10627,hsa2903
D10627,hsa116444
D10627,hsa2557
D10627,hsa2559
D10627,hsa116443
D10627,hsa2906
D10627,hsa2556
D10627,hsa2904
D10627,hsa2554
D10627,hsa2555
D10627,hsa2558
D10627,hsa2902
D00225,hsa2554
D00225,hsa2555
D00225,hsa2556
D00225,hsa2557
D00225,hsa2558
D00225,hsa2559
D00225,hsa2560
D00225,hsa2561
D00225,hsa2562
D00225,hsa2563
D00225,hsa2564
D00225,hsa2565
D00225,hsa2566
D00225,hsa2567
D00225,hsa2568
D00225,hsa55879
D00225,hsa2569
D07791,hsa6532
D07791,hsa6530
D03073,hsa3359
D03073,hsa285242
D03073,hsa200909
D03073,hsa170572
D03073,hsa9177
D00110,hsa6532
D00110,hsa6531
D00110,hsa6530
D00110,hsa6331
D00110,hsa6336
D00110,hsa11280
D00110,hsa6323
D00110,hsa6326
D00110,hsa6328
D00110,hsa6329
D00110,hsa6334
D00110,hsa6335
D00110,hsa3757
D00110,hsa6529
D05714,hsa2902
D05714,hsa2903
D05714,hsa2904
D05714,hsa2905
D05714,hsa2906
D07494,hsa775
D07494,hsa776
D07494,hsa778
D07494,hsa779
D00647,hsa3757
D00647,hsa3776
D00647,hsa3768
D00647,hsa27133
DB00402,hsa2562
DB00402,hsa2566
DB00402,hsa2565
DB00402,hsa2567
DB00402,hsa2560
DB00402,hsa2563
DB00402,hsa2557
DB00402,hsa2559
DB00402,hsa2568
DB00402,hsa55879
DB00402,hsa2554
DB00402,hsa2561
DB00402,hsa2564
DB00402,hsa2555
DB00402,hsa2558
DB00402,hsa2556
D02969,hsa6323
D02969,hsa6326
D02969,hsa6328
D02969,hsa6329
D02969,hsa6331
D02969,hsa6334
D02969,hsa6335
D02969,hsa6336
D02969,hsa11280
D03182,hsa1139
D03182,hsa2898
D03182,hsa2891
D03182,hsa1137
D03182,hsa2554
D03182,hsa2555
D03182,hsa2556
D03182,hsa2557
D03182,hsa2558
D03182,hsa2559
D03182,hsa2560
D03182,hsa2561
D03182,hsa2562
D03182,hsa2563
D03182,hsa2564
D03182,hsa2565
D03182,hsa2566
D03182,hsa2567
D03182,hsa2568
D03182,hsa55879
D02629,hsa786
DB00830,hsa6531
DB00830,hsa6530
D00633,hsa170572
D00633,hsa200909
D00633,hsa285242
D00633,hsa3359
D00633,hsa9177
D00633,hsa6531
D00633,hsa6532
D00633,hsa6530
D00593,hsa3758
D00593,hsa3767
D00593,hsa6833
DB09089,hsa775
DB09089,hsa776
DB09089,hsa778
DB09089,hsa779
DB09089,hsa782
DB09089,hsa783
DB09089,hsa784
DB09089,hsa785
DB09089,hsa8913
DB09089,hsa8912
DB09089,hsa8911
DB09089,hsa3783
DB09089,hsa3778
DB09089,hsa3779
DB09089,hsa10242
DB09089,hsa27094
DB09089,hsa27345
DB09089,hsa3780
DB09089,hsa3781
DB09089,hsa3782
DB09089,hsa773
DB00483,hsa1135
D06007,hsa6532
D06007,hsa6530
D06007,hsa3359
D02101,hsa1134
D02101,hsa1135
D02101,hsa1136
D02101,hsa1137
D02101,hsa1138
D02101,hsa1139
D02101,hsa55584
D02101,hsa57053
D02101,hsa8973
D05447,hsa2902
D05447,hsa2903
D05447,hsa2904
D05447,hsa2905
D05447,hsa2906
D01967,hsa6323
D01967,hsa6326
D01967,hsa6328
D01967,hsa6329
D01967,hsa6331
D01967,hsa6334
D01967,hsa6335
D01967,hsa6336
D01967,hsa11280
D00271,hsa6833
D00271,hsa3767
D05050,hsa3359
D05050,hsa285242
D05050,hsa200909
D05050,hsa170572
D05050,hsa9177
D01942,hsa3757
D04790,hsa1181
D00553,hsa6331
D00553,hsa6323
D00553,hsa6326
D00553,hsa6328
D00553,hsa6329
D00553,hsa6334
D00553,hsa6335
D00553,hsa6336
D00553,hsa11280
D00733,hsa6331
D00733,hsa6336
D00733,hsa6323
D00733,hsa6326
D00733,hsa6328
D00733,hsa6329
D00733,hsa6334
D00733,hsa6335
D00733,hsa11280
D08144,hsa773
D00706,hsa2554
D00706,hsa2555
D00706,hsa2556
D00706,hsa2557
D00706,hsa2558
D00706,hsa2559
D00706,hsa2560
D00706,hsa2562
D00706,hsa2561
D00706,hsa2563
D00706,hsa2564
D00706,hsa2565
D00706,hsa2566
D00706,hsa2567
D00706,hsa2568
D00706,hsa55879
D03496,hsa3359
D03496,hsa285242
D03496,hsa200909
D03496,hsa170572
D03496,hsa9177
D01041,hsa6323
D01041,hsa6326
D01041,hsa6328
D01041,hsa6329
D01041,hsa6331
D01041,hsa6334
D01041,hsa6335
D01041,hsa6336
D01041,hsa11280
D01810,hsa10060
D01810,hsa3767
D01810,hsa6833
DB06751,hsa775
D00387,hsa2554
D00387,hsa2555
D00387,hsa2556
D00387,hsa2557
D00387,hsa2558
D00387,hsa2559
D00387,hsa2560
D00387,hsa2561
D00387,hsa2562
D00387,hsa2563
D00387,hsa2564
D00387,hsa2565
D00387,hsa2566
D00387,hsa2567
D00387,hsa2568
D00387,hsa55879
D00387,hsa2569
D00387,hsa2570
D00387,hsa200959
D07185,hsa775
D07185,hsa776
D07185,hsa778
D07185,hsa779
D03215,hsa6531
D00512,hsa6331
D00512,hsa6323
D00512,hsa6324
D00512,hsa6328
D00512,hsa6326
D00512,hsa6329
D00512,hsa6334
D00512,hsa6335
D00512,hsa6336
D00512,hsa11280
D00512,hsa10369
D00512,hsa27092
D00512,hsa3708
D00512,hsa3710
D00512,hsa51802
D00512,hsa5310
D00512,hsa55503
D00512,hsa55515
D00512,hsa55799
D00512,hsa55800
D00512,hsa59284
D00512,hsa6261
D00512,hsa6262
D00512,hsa6263
D00512,hsa6330
D00512,hsa6332
D00512,hsa6337
D00512,hsa6338
D00512,hsa6339
D00512,hsa6340
D00512,hsa773
D00512,hsa774
D00512,hsa775
D00512,hsa776
D00512,hsa777
D00512,hsa778
D00512,hsa779
D00512,hsa781
D00512,hsa782
D00512,hsa783
D00512,hsa784
D00512,hsa785
D00512,hsa786
D00512,hsa8911
D00512,hsa8912
D00512,hsa8913
D00512,hsa8989
D00512,hsa9254
D00512,hsa9311
D00512,hsa93589
D02430,hsa6833
D02430,hsa3764
D01316,hsa2554
D01316,hsa2555
D01316,hsa2556
D01316,hsa2557
D01316,hsa2558
D01316,hsa2559
D01316,hsa2560
D01316,hsa2562
D01316,hsa2561
D01316,hsa2563
D01316,hsa2564
D01316,hsa2565
D01316,hsa2566
D01316,hsa2567
D01316,hsa2568
D01316,hsa55879
D03878,hsa2902
D03878,hsa2903
D03878,hsa2904
D03878,hsa2905
D03878,hsa2906
D03878,hsa116443
D03878,hsa116444
D03878,hsa3763
D01613,hsa3359
D01613,hsa285242
D01613,hsa200909
D01613,hsa170572
D01613,hsa9177
D07520,hsa9254
D07520,hsa773
D07520,hsa8912
D07520,hsa3757
D07520,hsa3784
D07520,hsa775
D07520,hsa776
D07520,hsa778
D07520,hsa8913
D07520,hsa8911
D07520,hsa779
D07520,hsa3741
D07520,hsa3752
D07520,hsa3760
D07520,hsa3762
D07520,hsa3764
D07520,hsa3767
D07520,hsa3768
D00228,hsa6532
D00228,hsa6531
D00228,hsa6530
D00228,hsa2554
D00228,hsa2555
D00228,hsa2556
D00228,hsa2557
D00228,hsa2558
D00228,hsa2559
D00228,hsa2560
D00228,hsa2561
D00228,hsa2562
D00228,hsa2563
D00228,hsa2564
D00228,hsa2565
D00228,hsa2566
D00228,hsa2567
D00228,hsa2568
D00228,hsa55879
D00228,hsa3359
D00504,hsa6323
D01564,hsa2554
D01564,hsa2555
D01564,hsa2556
D01564,hsa2557
D01564,hsa2558
D01564,hsa2559
D01564,hsa2560
D01564,hsa2562
D01564,hsa2561
D01564,hsa2563
D01564,hsa2564
D01564,hsa2565
D01564,hsa2566
D01564,hsa2567
D01564,hsa2568
D01564,hsa55879
D00219,hsa3758
D00219,hsa6833
D00768,hsa2554
D00768,hsa2556
D00768,hsa2558
D00768,hsa2561
D00768,hsa2566
D01448,hsa3781
D07872,hsa6532
D07872,hsa6530
D03450,hsa3783
D00713,hsa2554
D00713,hsa2555
D00713,hsa2556
D00713,hsa2557
D00713,hsa2558
D00713,hsa2559
D00713,hsa2560
D00713,hsa2562
D00713,hsa2561
D00713,hsa2563
D00713,hsa2564
D00713,hsa2565
D00713,hsa2566
D00713,hsa2567
D00713,hsa2568
D00713,hsa55879
D01575,hsa3780
DB06152,hsa8911
D09612,hsa5025
D09612,hsa6323
D09612,hsa6326
D09612,hsa6328
D09612,hsa6329
D09612,hsa6331
D09612,hsa6334
D09612,hsa6335
D09612,hsa6336
D09612,hsa11280
D00740,hsa6323
D00740,hsa6326
D00740,hsa6328
D00740,hsa6329
D00740,hsa6331
D00740,hsa6334
D00740,hsa6335
D00740,hsa6336
D00740,hsa11280
D00740,hsa6261
D00740,hsa6262
D00740,hsa6263
D00740,hsa8645
D00740,hsa1135
D00740,hsa3783
D00740,hsa27345
D00740,hsa3779
D00740,hsa3781
D00740,hsa6531
D00740,hsa3780
D00740,hsa10242
D00740,hsa116443
D00740,hsa3359
D00740,hsa3778
D00740,hsa27094
D00740,hsa3782
D00376,hsa2554
D00376,hsa2555
D00376,hsa2556
D00376,hsa2557
D00376,hsa2558
D00376,hsa2559
D00376,hsa2560
D00376,hsa2561
D00376,hsa2562
D00376,hsa2563
D00376,hsa2564
D00376,hsa2565
D00376,hsa2566
D00376,hsa2567
D00376,hsa2568
D00376,hsa55879
D09749,hsa3359
D09749,hsa285242
D09749,hsa200909
D09749,hsa170572
D09749,hsa9177
D03715,hsa1080
D00140,hsa3757
D00618,hsa781
D00618,hsa775
D00618,hsa776
D00618,hsa779
D00618,hsa783
D00618,hsa778
D00618,hsa10369
D00618,hsa27092
D00618,hsa3708
D00618,hsa3710
D00618,hsa5310
D00618,hsa55503
D00618,hsa55799
D00618,hsa59284
D00618,hsa6261
D00618,hsa6262
D00618,hsa6263
D00618,hsa773
D00618,hsa774
D00618,hsa777
D00618,hsa782
D00618,hsa784
D00618,hsa785
D00618,hsa786
D00618,hsa8911
D00618,hsa8912
D00618,hsa8913
D00618,hsa8989
D00618,hsa9254
D00618,hsa93589
D08009,hsa775
D08009,hsa776
D08009,hsa778
D08009,hsa779
DB03929,hsa2902
DB03929,hsa2741
D04521,hsa6323
D04521,hsa6326
D04521,hsa6328
D04521,hsa6329
D04521,hsa6331
D04521,hsa6334
D04521,hsa6335
D04521,hsa6336
D04521,hsa11280
D10364,hsa3359
D02991,hsa6323
D02991,hsa6326
D02991,hsa6328
D02991,hsa6329
D02991,hsa6331
D02991,hsa6334
D02991,hsa6335
D02991,hsa6336
D02991,hsa11280
D08343,hsa2902
D08343,hsa2906
D08343,hsa2904
D08343,hsa2905
D08343,hsa2903
D08343,hsa6532
D08343,hsa6531
D08343,hsa6530
D00443,hsa786
D00443,hsa781
D00443,hsa9254
D00443,hsa55799
D00443,hsa775
D00443,hsa776
D00443,hsa778
D00443,hsa779
D00443,hsa782
D00443,hsa783
D00443,hsa784
D00443,hsa785
D00443,hsa774
D00443,hsa773
D00443,hsa8913
D00443,hsa8912
D00443,hsa8911
D00443,hsa777
D00443,hsa27092
D00443,hsa10369
D00443,hsa27091
D00443,hsa59283
D00443,hsa10368
D00443,hsa59285
D00443,hsa93589
D00443,hsa59284
D01111,hsa6833
D01111,hsa3767
D01111,hsa3758
D00726,hsa3359
D00726,hsa1134
D00726,hsa1135
D00726,hsa1136
D00726,hsa1137
D00726,hsa1139
D00726,hsa1140
D00726,hsa1141
D00726,hsa1144
D00726,hsa1145
D00726,hsa285242
D00726,hsa55584
D00726,hsa57053
D00726,hsa8973
D00726,hsa9177
D04192,hsa3784
D04192,hsa3785
D04192,hsa3786
D04192,hsa9132
D04192,hsa56479
D04192,hsa3779
D00698,hsa2554
D00698,hsa2555
D00698,hsa2556
D00698,hsa2557
D00698,hsa2558
D00698,hsa2559
D00698,hsa2560
D00698,hsa2562
D00698,hsa2561
D00698,hsa2563
D00698,hsa2564
D00698,hsa2565
D00698,hsa2566
D00698,hsa2567
D00698,hsa2568
D00698,hsa55879
D00698,hsa1139
D00698,hsa2891
D00698,hsa2898
D00698,hsa1137
D07589,hsa2902
D07589,hsa2903
D07589,hsa2904
D07589,hsa2905
D07589,hsa2906
D00735,hsa6323
D00735,hsa6326
D00735,hsa6328
D00735,hsa6329
D00735,hsa6331
D00735,hsa6334
D00735,hsa6335
D00735,hsa6336
D00735,hsa8645
DB11699,hsa9177
DB11699,hsa3359
DB11699,hsa285242
DB11699,hsa170572
DB11699,hsa200909
D03067,hsa775
D03067,hsa776
D03067,hsa778
D03067,hsa779
D07870,hsa6532
D07870,hsa6531
D07870,hsa6530
D07870,hsa3359
D07870,hsa9177
D05077,hsa6331
D01511,hsa6326
DB01199,hsa1139
DB01199,hsa1135
DB01199,hsa3359
D02092,hsa3359
D02092,hsa3757
D09916,hsa1080
D02237,hsa6530
D00474,hsa1139
D00474,hsa2898
D00474,hsa2891
D00474,hsa1137
D00474,hsa2554
D00474,hsa2555
D00474,hsa2556
D00474,hsa2557
D00474,hsa2558
D00474,hsa2559
D00474,hsa2560
D00474,hsa2561
D00474,hsa2562
D00474,hsa2563
D00474,hsa2564
D00474,hsa2565
D00474,hsa2566
D00474,hsa2567
D00474,hsa2568
D00474,hsa55879
D00779,hsa1135
D00392,hsa8913
D00629,hsa786
D00629,hsa781
D00629,hsa9254
D00629,hsa775
D00629,hsa776
D00629,hsa779
D00629,hsa783
D00629,hsa8912
D00629,hsa778
D00629,hsa10369
D00629,hsa27092
D00629,hsa3708
D00629,hsa3710
D00629,hsa5310
D00629,hsa55503
D00629,hsa55799
D00629,hsa59284
D00629,hsa6261
D00629,hsa6262
D00629,hsa6263
D00629,hsa773
D00629,hsa774
D00629,hsa777
D00629,hsa782
D00629,hsa784
D00629,hsa785
D00629,hsa8911
D00629,hsa8913
D00629,hsa8989
D00629,hsa93589
D08513,hsa6532
D08513,hsa6531
D08513,hsa6530
D00694,hsa2554
D00694,hsa2555
D00694,hsa2556
D00694,hsa2557
D00694,hsa2558
D00694,hsa2559
D00694,hsa2560
D00694,hsa2561
D00694,hsa2562
D00694,hsa2563
D00694,hsa2564
D00694,hsa2565
D00694,hsa2566
D00694,hsa2567
D00694,hsa2568
D00694,hsa55879
D01393,hsa2554
D01393,hsa2555
D01393,hsa2556
D01393,hsa2557
D01393,hsa2558
D01393,hsa2559
D01393,hsa2560
D01393,hsa2562
D01393,hsa2561
D01393,hsa8001
D02640,hsa2554
D02640,hsa2555
D02640,hsa2556
D02640,hsa2557
D02640,hsa2558
D02640,hsa2559
D02640,hsa2560
D02640,hsa2562
D02640,hsa2561
D02640,hsa2563
D02640,hsa2564
D02640,hsa2565
D02640,hsa2566
D02640,hsa2567
D02640,hsa2568
D02640,hsa55879
D00521,hsa3757
D00136,hsa2904
D00136,hsa116444
D00136,hsa2902
D00136,hsa2903
D00136,hsa2905
D00136,hsa2906
D00035,hsa11254
D00035,hsa6534
DB01337,hsa1135
DB04832,hsa6532
D10370,hsa7442
D02262,hsa3757
D02262,hsa54207
D02262,hsa6329
D02262,hsa3741
D02262,hsa6334
D02262,hsa9424
D02262,hsa3775
D02262,hsa6326
D02262,hsa3776
D02262,hsa3756
D02262,hsa6331
D02262,hsa3743
D02262,hsa3739
D02262,hsa11280
D02262,hsa9312
D02262,hsa27133
D02262,hsa6323
D02262,hsa6335
D02262,hsa83795
D02262,hsa3783
D02262,hsa3738
D02262,hsa6336
D02262,hsa8645
D02262,hsa6328
DB00489,hsa3757
D00816,hsa3782
D00816,hsa6532
D00816,hsa6530
D01253,hsa2554
D01253,hsa2555
D01253,hsa2556
D01253,hsa2557
D01253,hsa2558
D01253,hsa2559
D01253,hsa2560
D01253,hsa2561
D01253,hsa2562
D01253,hsa2563
D01253,hsa2564
D01253,hsa2565
D01253,hsa2566
D01253,hsa2567
D01253,hsa2568
D01253,hsa55879
D06203,hsa6323
D06203,hsa6326
D06203,hsa6328
D06203,hsa6329
D06203,hsa6331
D06203,hsa6334
D06203,hsa6335
D06203,hsa6336
D06203,hsa11280
D01173,hsa774
D01173,hsa775
D01173,hsa776
D01173,hsa778
D01173,hsa779
D02283,hsa2554
D02283,hsa2555
D02283,hsa2556
D02283,hsa2557
D02283,hsa2558
D02283,hsa2559
D02283,hsa2560
D02283,hsa2562
D02283,hsa2561
D02283,hsa2563
D02283,hsa2564
D02283,hsa2565
D02283,hsa2566
D02283,hsa2567
D02283,hsa2568
D02283,hsa55879
D00149,hsa6329
D02973,hsa2902
D02973,hsa2903
D02973,hsa2904
D02973,hsa2905
D02973,hsa2906
D01295,hsa775
D01295,hsa776
D01295,hsa778
D01295,hsa779
D01295,hsa8913
D01295,hsa8912
D01295,hsa8911
D01295,hsa10369
D01295,hsa27092
D01295,hsa3708
D01295,hsa3710
D01295,hsa5310
D01295,hsa55503
D01295,hsa55799
D01295,hsa59284
D01295,hsa6261
D01295,hsa6262
D01295,hsa6263
D01295,hsa773
D01295,hsa774
D01295,hsa777
D01295,hsa781
D01295,hsa782
D01295,hsa783
D01295,hsa784
D01295,hsa785
D01295,hsa786
D01295,hsa8989
D01295,hsa9254
D01295,hsa93589
DB00192,hsa6331
D01118,hsa116443
D00963,hsa1141
D07894,hsa6331
D07894,hsa6323
D07894,hsa6326
D07894,hsa6328
D07894,hsa6329
D07894,hsa6334
D07894,hsa6335
D07894,hsa6336
D07894,hsa11280
D00547,hsa2890
D00547,hsa2741
D00547,hsa2554
D00547,hsa2555
D00547,hsa2556
D00547,hsa2557
D00547,hsa2558
D00547,hsa2559
D00547,hsa2560
D00547,hsa2561
D00547,hsa2562
D00547,hsa2563
D00547,hsa2564
D00547,hsa2565
D00547,hsa2566
D00547,hsa2567
D00547,hsa2568
D00547,hsa55879
D00547,hsa3736
D00547,hsa2569
D00547,hsa2742
D00547,hsa2743
D02461,hsa2554
D02461,hsa2555
D02461,hsa2556
D02461,hsa2557
D02461,hsa2558
D02461,hsa2559
D07886,hsa775
D07886,hsa776
D07886,hsa778
D07886,hsa779
D08351,hsa3764
D00480,hsa3782
D05458,hsa6532
D05458,hsa6531
D05458,hsa6530
D00712,hsa2554
D00649,hsa6337
D00649,hsa6338
D00649,hsa6340
D00649,hsa40
D00649,hsa41
D00649,hsa51802
D00649,hsa5310
D00649,hsa55515
D00649,hsa57192
D00649,hsa6339
D00649,hsa7225
D00649,hsa8912
D00649,hsa8913
D00649,hsa9311
D00370,hsa2554
D00370,hsa2555
D00370,hsa2556
D00370,hsa2557
D00370,hsa2558
D00370,hsa2559
D00370,hsa2560
D00370,hsa2561
D00370,hsa2562
D00370,hsa2563
D00370,hsa2564
D00370,hsa2565
D00370,hsa2566
D00370,hsa2567
D00370,hsa2568
D00370,hsa55879
D00370,hsa2569
D00370,hsa2570
D00370,hsa200959
D08407,hsa6323
D08407,hsa6326
D08407,hsa6328
D08407,hsa6329
D08407,hsa6331
D08407,hsa6334
D08407,hsa6335
D08407,hsa6336
D08407,hsa11280
D11340,hsa2904
D01799,hsa3767
D01799,hsa6833
D04955,hsa3757
D06282,hsa1137
D06282,hsa1141
D02182,hsa6323
D02182,hsa6326
D02182,hsa6328
D02182,hsa6329
D02182,hsa6331
D02182,hsa6334
D02182,hsa6335
D02182,hsa6336
D02182,hsa11280
D02182,hsa3757
D02182,hsa6531
D02182,hsa6532
D02182,hsa6530
D00548,hsa2554
D00548,hsa2555
D00548,hsa2556
D00548,hsa2557
D00548,hsa2558
D00548,hsa2559
D00548,hsa2560
D00548,hsa2561
D00548,hsa2562
D00548,hsa2563
D00548,hsa2564
D00548,hsa2565
D00548,hsa2566
D00548,hsa2567
D00548,hsa2568
D00548,hsa55879
D00548,hsa2569
D00738,hsa6323
D00738,hsa6326
D00738,hsa6328
D00738,hsa6329
D00738,hsa6331
D00738,hsa6334
D00738,hsa6335
D00738,hsa6336
D00738,hsa11280
D00738,hsa8645
D02618,hsa1139
D02618,hsa2898
D02618,hsa2891
D02618,hsa1137
D02618,hsa2554
D02618,hsa2555
D02618,hsa2556
D02618,hsa2557
D02618,hsa2558
D02618,hsa2559
D02618,hsa2560
D02618,hsa2562
D02618,hsa2561
D02618,hsa2563
D02618,hsa2564
D02618,hsa2565
D02618,hsa2566
D02618,hsa2567
D02618,hsa2568
D02618,hsa55879
D06172,hsa6331
D06172,hsa6323
D06172,hsa6326
D06172,hsa6328
D06172,hsa6329
D06172,hsa6334
D06172,hsa6335
D06172,hsa6336
D06172,hsa11280
D02204,hsa1135
D02204,hsa1136
D02204,hsa1137
D02204,hsa1138
D02204,hsa8973
D02204,hsa1139
D02204,hsa55584
D02204,hsa57053
D02204,hsa1141
D02204,hsa1142
D02204,hsa1143
D02204,hsa1134
D07283,hsa2905
D07283,hsa3359
D07283,hsa2903
D07283,hsa116444
D07283,hsa116443
D07283,hsa2906
D07283,hsa2904
D07283,hsa6530
D07283,hsa2902
D01933,hsa775
D01933,hsa776
D01933,hsa778
D01933,hsa779
D07129,hsa3359
D07129,hsa285242
D07129,hsa200909
D07129,hsa170572
D07129,hsa9177
D01768,hsa6323
D01768,hsa6326
D01768,hsa6328
D01768,hsa6329
D01768,hsa6331
D01768,hsa6334
D01768,hsa6335
D01768,hsa6336
D01768,hsa11280
D04882,hsa2554
D04882,hsa2555
D04882,hsa2556
D04882,hsa2557
D04882,hsa2558
D04882,hsa2559
D04882,hsa2560
D04882,hsa2562
D04882,hsa2561
D04882,hsa2563
D04882,hsa2564
D04882,hsa2565
D04882,hsa2566
D04882,hsa2567
D04882,hsa2568
D04882,hsa55879
D04292,hsa1139
D04292,hsa1137
D04292,hsa1141
D04292,hsa1135
D04292,hsa1136
D04292,hsa1138
D04292,hsa8973
D04292,hsa55584
D04292,hsa57053
D04292,hsa1142
D04292,hsa1143
D04292,hsa1134
D04292,hsa1140
D04292,hsa1144
D04292,hsa1146
D04292,hsa1145
D01455,hsa6323
D01455,hsa6326
D01455,hsa6328
D01455,hsa6329
D01455,hsa6331
D01455,hsa6334
D01455,hsa6335
D01455,hsa6336
D01455,hsa11280
D08174,hsa2902
D08174,hsa2906
D08174,hsa2904
D08174,hsa2905
D08174,hsa116444
D08174,hsa116443
D08174,hsa2903
D08174,hsa2554
D08174,hsa2555
D08174,hsa2556
D08174,hsa2557
D08174,hsa2558
D08174,hsa2559
D08174,hsa2560
D08174,hsa2561
D08174,hsa2562
D08174,hsa2563
D08174,hsa2564
D08174,hsa2565
D08174,hsa2566
D08174,hsa2567
D08174,hsa2568
D08174,hsa55879
D08174,hsa3359
D08174,hsa2743
D08174,hsa2742
D08174,hsa8001
D08174,hsa2741
D04774,hsa6323
D04774,hsa6326
D04774,hsa6328
D04774,hsa6329
D04774,hsa6331
D04774,hsa6334
D04774,hsa6335
D04774,hsa6336
D04774,hsa11280
D00454,hsa2554
D00454,hsa2555
D00454,hsa2556
D00454,hsa2557
D00454,hsa2558
D00454,hsa2559
D00454,hsa2565
D00454,hsa2566
D00454,hsa2567
D00454,hsa3359
D07816,hsa6329
D07816,hsa3785
D07816,hsa3786
D07816,hsa41
D02633,hsa8913
D02633,hsa8912
D02633,hsa8911
D00380,hsa3758
D00380,hsa6833
D00380,hsa3767
D00677,hsa9177
D00677,hsa170572
D00677,hsa200909
D00677,hsa285242
D00677,hsa3359
D01071,hsa2554
D01071,hsa2555
D01071,hsa2556
D01071,hsa2557
D01071,hsa2558
D01071,hsa2559
D01071,hsa2560
